ImageNumber,ObjectNumber,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Location_Center_X,Location_Center_Y,Location_Center_Z
1,1,5,6,621,222,618,220,618.8,220.6,0.43153209248335733,0.816496580927726,2.5231325220201604,1,0.8333333333333334,2.3173247538676778,3.098386676965933,2.23606797749979,1.0,1.0,1.0,1.0,1.7888543819998317,71.56505117707799,5.207106781186548,1.0,618.8,220.6,0
1,2,10,16,466,299,462,295,463.3,296.3,0.6547974253873939,0.6164414002968978,3.5682482323055424,1,0.625,1.5271898777066448,4.0,3.1622776601683795,1.4142135623730951,1.1242640687119283,1.0,2.1213203435596424,3.149603149604724,45.0,9.071067811865476,1.0,463.3,296.3,0
1,3,14,20,850,322,845,318,847.0,319.2857142857143,0.7723689972905055,0.7116835718867665,4.222008245644752,1,0.7,1.2947179437652614,5.01426536422407,4.123105625617661,2.0,1.1601886205085203,1.0,3.0,3.5225222874108444,90.0,11.65685424949238,0.875,847.0,319.2857142857143,0
1,4,8,12,958,349,954,346,955.375,346.75,0.49237304529448433,0.8124097554365945,3.1915382432114616,1,0.6666666666666666,2.0309803908983444,4.1204045563213505,3.1622776601683795,1.4142135623730951,1.051776695296637,1.0,1.7888543819998317,2.4025541184843804,70.67009587295496,7.035533905932738,0.8888888888888888,955.375,346.75,0
1,5,4,4,497,407,495,405,495.5,405.5,0.3183098861837907,0.0,2.256758334191025,1,1.0,3.141592653589793,2.0,1.4142135623730951,1.0,1.0,1.0,1.0,2.0,45.0,4.0,1.0,495.5,405.5,0
1,6,4,4,70,418,68,416,68.5,416.5,0.3183098861837907,0.0,2.256758334191025,1,1.0,3.141592653589793,2.0,1.4142135623730951,1.0,1.0,1.0,1.0,2.0,45.0,4.0,1.0,68.5,416.5,0
1,7,9,12,78,425,75,421,76.33333333333333,422.44444444444446,0.5135799486995236,0.786283935618104,3.385137501286538,1,0.75,1.947116515222565,4.277662731533559,3.1622776601683795,1.4142135623730951,1.0460237291525663,1.0,2.0,2.643019518000728,6.047378538506052,7.621320343559642,0.9,76.33333333333333,422.44444444444446,0
1,8,15,16,360,535,356,531,357.6,532.6,0.6911795258719621,0.4898979485566358,4.370193722368317,1,0.9375,1.446802115179039,4.618802153517007,4.242640687119285,2.0,1.2276142374915398,1.0,3.0,4.026578365477733,45.0,11.414213562373096,1.0,357.6,532.6,0
1,9,10,12,583,551,580,547,581.2,548.5,0.6202357696493015,0.6831300510639732,3.5682482323055424,1,0.8333333333333334,1.612290114395414,4.09878030638384,3.1622776601683795,1.4142135623730951,1.082842712474619,1.0,2.0,2.9933259094191533,0.0,8.82842712474619,1.0,581.2,548.5,0
1,10,18,30,661,587,655,582,657.2777777777778,583.9444444444445,0.8541136649632096,0.7035918088346463,4.787307364817192,1,0.6,1.170804356634517,5.779617581567328,5.0990195135927845,2.0,1.2261704339925263,1.0,3.478505426185217,4.1070214936264255,-71.01748795521557,13.899494936611664,0.9473684210526315,657.2777777777778,583.9444444444445,0
