ImageNumber,Nucleus,Centriole1,Centriole2,Cilia,Nuc_Cent1,Nuc_Cent2,Nuc_Cil,Cent1_Cil,Cent2_Cil,Cent1_Cent2
10,93,,,36,,,39.5432013606855,,,
10,84,,,37,,,80.30090771776209,,,
10,95,,,38,,,103.77979874832047,,,
10,96,,,39,,,25.697668405851072,,,
10,90,,,40,,,99.01051603225791,,,
10,99,,,41,,,27.47818478009036,,,
10,98,,,42,,,48.146209635165626,,,
10,92,,,43,,,78.01906007841174,,,
10,100,,,44,,,37.61428381012744,,,
10,104,,,45,,,47.16979472776422,,,
10,106,,,46,,,40.870299918069875,,,
10,105,,,47,,,30.322883159225903,,,
11,13,2,,12,4.704901866347907,,69.40063337878264,73.44109052688265,,
11,96,11,,,1.7602729773640233,,,,,
11,2,,,1,,,34.651259213941096,,,
11,5,,,2,,,18.455749685097643,,,
11,22,,,3,,,211.43955778131325,,,
11,3,,,4,,,74.47011056717314,,,
11,4,,,5,,,101.4809273410064,,,
11,6,,,6,,,45.76154773482058,,,
11,8,,,7,,,26.063171704523807,,,
11,10,,,8,,,17.702018706424283,,,
11,15,,,9,,,25.198803567235096,,,
11,20,,,10,,,13.768082477428003,,,
11,24,,,11,,,15.062658339649687,,,
11,27,,,13,,,35.93189788340116,,,
11,17,,,14,,,54.57970853196757,,,
11,14,,,15,,,85.36632576491135,,,
11,37,,,16,,,33.100179813339835,,,
11,41,,,17,,,13.126546702189334,,,
11,39,,,18,,,30.277045691035003,,,
11,49,,,19,,,13.894782712730423,,,
11,48,,,20,,,25.973448777629194,,,
11,52,,,21,,,29.472504921123168,,,
11,51,,,22,,,53.71865440349546,,,
11,55,,,23,,,23.02595668575822,,,
11,79,,,24,,,17.197456339689957,,,
11,94,,,25,,,54.838928663230725,,,
11,88,,,26,,,13.440227668746658,,,
11,82,,,27,,,74.68221200470514,,,
11,108,,,28,,,40.70314339092997,,,
11,113,,,29,,,26.859691944989244,,,
11,117,,,30,,,36.78446170654415,,,
11,115,,,31,,,55.97933887294316,,,
11,122,,,32,,,17.81126795955931,,,
11,119,,,33,,,32.608305441627714,,,
11,121,,,34,,,24.561245285091182,,,
12,12,2,,,3.780657896633019,,,,,
12,26,7,,,8.671994606393293,,,,,
12,29,9,8,,5.311444963295198,7.4269962760129085,,,,5.100336239118543
12,37,11,,,3.068142059529914,,,,,
12,66,20,,,3.132785917517437,,,,,
12,73,21,,34,1.907536546005891,,258.130331965931,259.06755000357066,,
12,95,27,,,4.594389768227198,,,,,
12,103,29,,33,4.814611317695901,,71.23080730001466,68.07016076037044,,
12,107,31,30,,2.1660768440819282,12.024859794925474,,,,13.505425872701826
12,110,32,,31,0.5264870032597229,,9.925458172288552,9.443609069838338,,
12,1,,,1,,,18.79970465802083,,,
12,2,,,2,,,28.570485951868974,,,
12,4,,,3,,,21.87283375387415,,,
12,3,,,4,,,19.339554051374357,,,
12,6,,,5,,,21.541051147146096,,,
12,13,,,6,,,14.131911869682785,,,
12,18,,,7,,,36.325935842901735,,,
12,16,,,8,,,17.86033998423251,,,
12,10,,,9,,,37.12612521186897,,,
12,11,,,10,,,28.760537184301118,,,
12,19,,,11,,,8.567583472623044,,,
12,15,,,12,,,16.612897874785716,,,
12,23,,,13,,,16.084650258795474,,,
12,20,,,14,,,32.513772407446716,,,
12,24,,,15,,,13.112465745924524,,,
12,27,,,16,,,45.12792135561968,,,
12,50,,,17,,,27.83923197814011,,,
12,47,,,18,,,29.801628473079216,,,
12,56,,,19,,,45.784615821983145,,,
12,55,,,20,,,16.641857290897416,,,
12,58,,,21,,,17.87870800519666,,,
12,61,,,22,,,12.708574632895692,,,
12,64,,,23,,,32.718207992377465,,,
12,81,,,24,,,22.59953114623865,,,
12,93,,,25,,,29.08679033940817,,,
12,90,,,26,,,45.70698495100986,,,
12,100,,,27,,,12.666740268782604,,,
12,105,,,28,,,49.443969064159475,,,
12,91,,,29,,,209.65142840136264,,,
12,104,,,30,,,8.013648850414375,,,
12,76,,,32,,,310.0720481489807,,,
12,112,,,35,,,24.821481850041646,,,
12,45,,,36,,,416.0029885042226,,,
12,68,,,37,,,410.2871351680329,,,
13,5,1,3,2,5.220874506051113,10.055775038672703,18.672695508590348,22.621293943908494,8.835894892355427,14.542478353367503
13,6,2,,,3.1385929983447416,,,,,
13,7,4,,,7.908865749469793,,,,,
13,9,6,,,2.416705729765917,,,,,
13,10,8,,,2.1159281363646327,,,,,
13,11,9,,,4.4566831962232145,,,,,
13,12,10,,,11.107847283718307,,,,,
13,13,11,,,2.8646302220569453,,,,,
13,16,12,13,,3.5426427369160507,7.212036251717107,,,,10.716344753262266
13,17,15,,,7.822847159507083,,,,,
13,18,17,,,4.0144284678964945,,,,,
13,23,19,,7,11.043112422095112,,19.815690819624123,30.82337284396335,,
13,24,21,,13,4.857030366048062,,113.79711034522838,118.00830479250176,,
13,30,27,,12,14.302168340450349,,19.91989097360527,5.831031438421018,,
13,37,29,,,3.9172222302734316,,,,,
13,46,34,,20,0.7666257864374351,,33.434201461743854,33.12081230000676,,
13,48,37,,24,5.923427265863029,,22.896240189070838,17.124068777486272,,
13,54,42,,,6.448206840698996,,,,,
13,55,43,,28,1.2544941750615224,,154.20583360652918,154.8624587027192,,
13,59,44,,,6.438723883404298,,,,,
13,60,46,,,3.0449668716885663,,,,,
13,61,48,47,,4.23122525369802,8.343781809142452,,,,12.550407441308353
13,3,,,1,,,103.99690703453355,,,
13,39,,,3,,,216.4253902522461,,,
13,14,,,4,,,119.76840335085951,,,
13,20,,,5,,,28.401986673501742,,,
13,21,,,6,,,28.315642465598778,,,
13,28,,,8,,,29.87189032736716,,,
13,31,,,9,,,13.810665940663682,,,
13,32,,,10,,,40.63472024217896,,,
13,29,,,11,,,8.849683234367909,,,
13,33,,,14,,,79.75956816305803,,,
13,36,,,15,,,32.55610641870258,,,
13,35,,,16,,,30.585975447042713,,,
13,38,,,17,,,13.800939199061565,,,
13,44,,,18,,,34.45628603524656,,,
13,34,,,19,,,28.548198090912045,,,
13,43,,,21,,,10.92855592704067,,,
13,41,,,22,,,30.86492452217631,,,
13,42,,,23,,,16.967863947281316,,,
13,45,,,25,,,18.06048903813985,,,
13,47,,,26,,,17.237872804416853,,,
13,49,,,27,,,29.832677863589026,,,
13,50,,,29,,,20.352872790092192,,,
13,51,,,30,,,25.408563191982843,,,
13,52,,,31,,,29.172921264062843,,,
13,53,,,32,,,27.258208787216063,,,
13,56,,,33,,,24.387967347139163,,,
13,27,,,34,,,444.45228991849245,,,
13,62,,,35,,,48.56500160569207,,,
14,3,1,,,3.1078877737192463,,,,,
14,16,3,,,1.7967602776974545,,,,,
14,21,6,,,1.897401551613451,,,,,
14,25,8,7,,4.215325231357763,5.644696849904175,,,,6.361415119903907
14,35,10,,,3.1788410428092515,,,,,
14,43,12,,17,1.6088122957845068,,87.82641472385738,89.34404654953876,,
14,45,13,,,7.578019902950562,,,,,
14,46,15,14,20,6.747437991435298,10.183806750563287,17.23380002216178,22.239634041819308,7.109438959161953,15.221261445754045
14,51,19,,23,3.7774269130498572,,60.83483763779495,57.1278888023384,,
14,52,20,,,12.985986721049077,,,,,
14,53,23,21,,6.968956457249403,7.782302197237249,,,,14.629901951214602
14,54,24,,,10.016424345119937,,,,,
14,57,27,,,3.0137404393307103,,,,,
14,58,28,,,2.7610303222172337,,,,,
14,59,30,,,4.316029278555121,,,,,
14,60,29,,,10.068306194864123,,,,,
14,64,31,,,0.7770599963531793,,,,,
14,65,32,,,4.172103315913751,,,,,
14,75,37,,,0.8051705745575111,,,,,
14,78,38,,33,0.7394691811167692,,35.50606573900801,34.9601204775499,,
14,5,,,1,,,29.061829330362418,,,
14,7,,,2,,,23.81393773489448,,,
14,8,,,3,,,24.778353814892125,,,
14,11,,,4,,,38.84449221288688,,,
14,9,,,5,,,15.992694384135707,,,
14,10,,,6,,,41.56218624261953,,,
14,14,,,7,,,29.335058296704453,,,
14,17,,,8,,,29.611303918250965,,,
14,19,,,9,,,50.51290459316945,,,
14,24,,,10,,,14.461316474284615,,,
14,26,,,11,,,16.13856865337275,,,
14,31,,,12,,,20.611693425934313,,,
14,39,,,13,,,32.370240343566174,,,
14,28,,,14,,,58.00668262699522,,,
14,38,,,15,,,80.08497407133237,,,
14,40,,,16,,,43.64122816246415,,,
14,42,,,18,,,22.51668856020843,,,
14,41,,,19,,,24.46691514675803,,,
14,48,,,21,,,11.913928198810392,,,
14,49,,,22,,,29.97619376723089,,,
14,55,,,24,,,23.602733938214673,,,
14,62,,,25,,,16.2087070727621,,,
14,77,,,26,,,196.75881494738599,,,
14,70,,,27,,,29.375071929557595,,,
14,66,,,28,,,28.218528085586815,,,
14,68,,,29,,,23.517556373827063,,,
14,69,,,30,,,55.034163737165045,,,
14,73,,,31,,,34.68032829540218,,,
14,71,,,32,,,163.38910434869084,,,
14,76,,,34,,,26.08099750824091,,,
14,56,,,35,,,267.18261602122266,,,
14,79,,,36,,,3.488047030568813,,,
15,3,2,3,4,4.279078771763344,6.737263017194558,65.87657987000293,66.80567382756921,59.24647584455978,9.15565156368218
15,6,5,6,2,5.185764050645154,5.97799695907625,173.84402062663915,169.73398304405634,179.68755676327606,10.146496384904964
15,16,9,,7,3.6390069619801944,,35.29922876903489,38.50062165692033,,
15,21,11,12,9,7.176029903160266,9.689336406706694,23.30564702653237,21.36448148820975,32.37582453842338,15.814145417782868
15,22,13,,,5.361531238453629,,,,,
15,29,17,19,14,7.369502778653676,9.451608439711842,10.807947530343418,10.637660382135838,20.080739804875535,15.057094837828819
15,30,21,23,15,6.816650162208237,11.837414368082513,14.990904734323268,8.440466701973381,13.494469031586389,11.572160840123844
15,39,26,28,24,3.726439085519187,9.788415521725597,38.82979576209849,35.14367830776966,29.57418896709124,6.58163512497977
15,40,27,,21,6.342765696693472,,31.939580482604196,33.98190695061122,,
15,42,30,,31,9.080839034187662,,28.520230185719416,26.628658329785317,,
15,43,34,32,23,4.780662773083639,8.762616150263755,14.306287199262835,15.804194629946567,7.9659770350821075,8.40544943753239
15,45,36,35,32,4.017480487868839,8.869401813938852,286.74824002374294,287.33584190706944,282.3126600275558,12.669684183293828
15,46,37,,30,3.309748516662536,,209.02927451330007,207.78292655431068,,
15,47,38,,28,0.461602796076789,,335.6386446058643,335.62197277900657,,
15,8,,,1,,,216.75572906075212,,,
15,1,,,3,,,93.30586373499658,,,
15,7,,,5,,,12.67945065222964,,,
15,15,,,6,,,32.00559577819311,,,
15,17,,,8,,,18.275882243167217,,,
15,19,,,10,,,19.27219969596719,,,
15,24,,,11,,,30.452782812011726,,,
15,23,,,12,,,21.62841220161122,,,
15,25,,,13,,,28.706602198388346,,,
15,11,,,16,,,313.26007346502627,,,
15,33,,,17,,,22.182107962051127,,,
15,34,,,18,,,18.913597646040998,,,
15,35,,,19,,,26.346766086704477,,,
15,37,,,20,,,9.839039086115514,,,
15,38,,,22,,,9.269763246140892,,,
15,32,,,25,,,196.15104139976648,,,
15,44,,,26,,,28.66147900542043,,,
15,31,,,27,,,215.23010350912608,,,
15,41,,,29,,,47.40266284529196,,,
15,48,,,33,,,292.07395475034104,,,
15,26,,,34,,,394.2310401755584,,,
16,12,1,2,6,5.387275436045967,7.1070544177789365,34.215427371947584,39.55051372731677,34.180180254384624,9.956683716207287
16,21,5,,10,5.594942095455825,,17.23916422061756,22.70390454503437,,
16,23,8,,,9.040019937262148,,,,,
16,24,7,,,3.620703667675777,,,,,
16,25,9,,,4.554591447386706,,,,,
16,27,10,,12,0.8606464103164915,,82.50954679200737,81.73151383815471,,
16,32,12,13,,3.6733650685774473,9.516133400608377,,,,11.880866898877164
16,33,14,,16,11.170096728709453,,22.41340950319382,31.85278527795129,,
16,36,16,18,,4.735905150831052,5.213152597715506,,,,9.541470717952159
16,37,17,,21,2.2720917050767935,,87.1380645076117,84.89305117208922,,
16,43,21,,23,7.706022280718346,,23.828878516642007,30.91366157530751,,
16,45,22,23,,4.472239563807654,4.578107355461988,,,,8.5076581333279
16,52,26,,,5.211153941568109,,,,,
16,54,28,,27,11.896864773597944,,33.235063990581246,30.457451283642857,,
16,58,32,,,2.8423781637804924,,,,,
16,61,33,,,6.586954929026501,,,,,
16,64,35,,,3.8444854753693085,,,,,
16,66,39,,,11.58146163780622,,,,,
16,7,,,1,,,81.20549354373381,,,
16,2,,,2,,,18.38185226345201,,,
16,6,,,3,,,34.79399073609963,,,
16,10,,,4,,,10.337691728038285,,,
16,13,,,5,,,17.712307750861022,,,
16,19,,,7,,,34.078554536091715,,,
16,22,,,8,,,26.817608909892193,,,
16,15,,,9,,,50.710812238441065,,,
16,30,,,11,,,11.679738448239968,,,
16,29,,,13,,,118.54291309544958,,,
16,31,,,14,,,18.143842579646762,,,
16,34,,,15,,,48.62779435661813,,,
16,35,,,17,,,25.196898639110234,,,
16,38,,,18,,,34.95959622839933,,,
16,39,,,19,,,44.2560376476155,,,
16,40,,,20,,,26.350690944973316,,,
16,41,,,22,,,22.42199061179634,,,
16,50,,,24,,,22.66794243006646,,,
16,51,,,25,,,43.53215783513037,,,
16,48,,,26,,,29.40977059105888,,,
16,57,,,28,,,53.70849801786736,,,
16,62,,,29,,,24.698760766752635,,,
16,63,,,30,,,13.126093543035969,,,
16,65,,,31,,,24.892613118615333,,,
17,27,3,,10,0.2564141029132754,,33.32636009007773,33.52690294490388,,
17,33,4,,5,10.295301685290003,,154.4786046606715,164.76373746572233,,
17,48,6,,16,2.216224460968995,,93.90152454288418,96.11714700738875,,
17,53,7,,,2.1755421153352206,,,,,
17,66,8,,14,1.3588315286876076,,154.14128076347666,153.76381939030983,,
17,68,10,13,26,4.599535374210214,12.872059932414409,71.65354992333795,72.44198760742833,61.27006333567008,11.696046970055724
17,70,9,,,7.985863590771413,,,,,
17,72,14,12,,5.310811984281122,7.62868219881483,,,,11.634015739234489
17,83,15,16,,2.028288887491585,7.976201475027107,,,,9.751813000161734
17,84,17,,,2.733967979859815,,,,,
17,85,18,,,5.125047516791778,,,,,
17,90,20,19,,2.4947883120054946,8.620852322903962,,,,11.085934679708362
17,91,21,,,7.037751042337313,,,,,
17,92,23,,,0.3123952072088352,,,,,
17,93,25,,,5.680729011814179,,,,,
17,94,27,,,7.282939505982879,,,,,
17,95,24,,,12.162573901486244,,,,,
17,98,26,,,0.7855037952248602,,,,,
17,102,28,,33,0.38950348000049095,,16.056798401728948,15.832807251793636,,
17,105,29,,,2.003151102492185,,,,,
17,108,30,,,2.7038295015293947,,,,,
17,109,33,31,,4.9569825828802205,5.331978428761659,,,,10.276307771628401
17,113,37,,,6.622556405351547,,,,,
17,114,35,,,7.452623783332127,,,,,
17,117,40,39,,4.008390852720508,6.138937262886587,,,,8.825566554051926
17,2,,,1,,,22.480480410626335,,,
17,5,,,2,,,19.235321546453896,,,
17,12,,,3,,,8.839255765036812,,,
17,13,,,4,,,22.367759824721063,,,
17,22,,,6,,,32.51253034195149,,,
17,19,,,7,,,24.678569373643935,,,
17,21,,,8,,,24.68425815320445,,,
17,31,,,9,,,69.78969340778661,,,
17,43,,,11,,,13.432617751521375,,,
17,46,,,12,,,17.116181656306768,,,
17,54,,,13,,,150.3392249954371,,,
17,50,,,15,,,7.837450588348188,,,
17,55,,,17,,,12.302582073833438,,,
17,56,,,18,,,16.031879555070308,,,
17,59,,,19,,,11.909506465449638,,,
17,57,,,20,,,20.177723148482094,,,
17,64,,,21,,,25.83269119655502,,,
17,60,,,22,,,18.451697820354354,,,
17,62,,,23,,,22.785962630100144,,,
17,61,,,24,,,81.13612695679207,,,
17,79,,,25,,,20.99779461895138,,,
17,77,,,27,,,13.083189925075512,,,
17,78,,,28,,,47.738839777726206,,,
17,86,,,29,,,49.75316326212814,,,
17,81,,,30,,,30.13027607968498,,,
17,88,,,31,,,16.897956394608713,,,
17,82,,,32,,,32.638634829088645,,,
17,110,,,34,,,10.615947469949614,,,
17,100,,,35,,,65.39776914334497,,,
18,54,4,,,5.000468811664486,,,,,
18,55,3,,6,19.270925522475885,,24.776773719919504,8.2726616594251,,
18,68,9,8,,5.162208310348793,7.846801710152947,,,,11.90798051728337
18,81,12,,25,8.480293008545068,,32.60103626997522,39.14718392534729,,
18,83,11,,,1.6995007369171744,,,,,
18,89,13,14,,4.442477805813387,4.952034471855164,,,,9.390749451419234
18,93,15,,,1.5630205671024648,,,,,
18,105,18,,37,1.3448420919790274,,33.56951519512156,34.388325775612586,,
18,106,19,,36,8.687485074294528,,32.66084531633611,41.21324119745982,,
18,109,20,,,4.578839882673396,,,,,
18,110,21,,35,1.6636343418005792,,90.36923570394298,88.75491679449915,,
18,19,,,1,,,11.691311981866432,,,
18,15,,,2,,,50.60581316654483,,,
18,23,,,3,,,11.112113183195683,,,
18,41,,,4,,,36.9177705538606,,,
18,47,,,5,,,52.26754747934731,,,
18,51,,,7,,,57.32929177686839,,,
18,52,,,8,,,51.36242056806902,,,
18,60,,,9,,,32.63732902441952,,,
18,57,,,10,,,69.4189181321869,,,
18,56,,,11,,,32.28564609615215,,,
18,58,,,12,,,26.9607007244601,,,
18,61,,,13,,,217.53888323005182,,,
18,73,,,14,,,192.3469647276368,,,
18,64,,,15,,,22.330683481747663,,,
18,62,,,16,,,20.48463812243724,,,
18,66,,,17,,,27.483299161896948,,,
18,71,,,18,,,19.614011662436756,,,
18,69,,,19,,,13.591211631467182,,,
18,72,,,20,,,17.029936893789507,,,
18,75,,,21,,,17.338985109618076,,,
18,91,,,22,,,100.1983103564914,,,
18,92,,,23,,,129.63639870309888,,,
18,77,,,24,,,21.14960325665067,,,
18,79,,,26,,,42.145899992115574,,,
18,85,,,27,,,31.606710119895276,,,
18,82,,,28,,,19.37647060446497,,,
18,84,,,29,,,18.651637042823616,,,
18,88,,,30,,,21.47983280706872,,,
18,90,,,31,,,28.038206985601935,,,
18,95,,,32,,,28.92026962912756,,,
18,97,,,33,,,8.265968739960485,,,
18,99,,,34,,,160.61032025453196,,,
19,5,1,,,3.4442075643346612,,,,,
19,12,3,,8,6.063681874284539,,36.23853351921869,39.30076422395761,,
19,28,6,5,,3.1280331287461443,8.862059637753763,,,,10.080971012878669
19,32,7,,,4.821919997176985,,,,,
19,43,9,,,9.305881378073407,,,,,
19,45,10,,,4.823041225967325,,,,,
19,46,11,,,7.859599578850846,,,,,
19,58,13,,19,2.955653353201894,,21.09527298096145,21.15445988059032,,
19,63,14,,22,2.5384500012918743,,45.19965211063843,44.103588395541706,,
19,67,15,,,7.579234224828354,,,,,
19,77,17,,35,9.826962559602404,,9.114837833778045,3.8039859301680825,,
19,80,18,,38,8.617834678724543,,95.23028005493454,88.48543207642197,,
19,82,19,,36,4.664701483559567,,20.228543029019963,21.434466870867087,,
19,84,21,20,,5.62320902559233,6.049356049363709,,,,11.426025193096567
19,88,22,,,7.352444927347474,,,,,
19,93,24,,42,9.506571516980067,,24.852079549133812,15.84069571084455,,
19,95,26,,,3.5352389315792547,,,,,
19,2,,,1,,,22.14371494183027,,,
19,3,,,2,,,8.175103630520601,,,
19,10,,,3,,,75.92071975177952,,,
19,7,,,4,,,55.082781214125696,,,
19,4,,,5,,,7.374021782462843,,,
19,8,,,6,,,24.139704384016643,,,
19,6,,,7,,,23.788835633784796,,,
19,20,,,9,,,21.36353396449252,,,
19,24,,,10,,,15.363354046700856,,,
19,47,,,11,,,77.97752344391859,,,
19,37,,,12,,,14.933533029920364,,,
19,39,,,13,,,16.873336228536814,,,
19,44,,,14,,,29.885773079707647,,,
19,38,,,15,,,67.7031437752976,,,
19,53,,,16,,,24.89146513522978,,,
19,55,,,17,,,110.98117930988964,,,
19,60,,,18,,,17.86627550454894,,,
19,57,,,20,,,20.977738433522084,,,
19,56,,,21,,,48.959802092078874,,,
19,61,,,23,,,69.8222557089804,,,
19,62,,,24,,,22.90982769525818,,,
19,66,,,25,,,16.430519250321392,,,
19,68,,,26,,,114.22120540337436,,,
19,78,,,27,,,72.32903254449535,,,
19,69,,,28,,,46.38426366665908,,,
19,75,,,29,,,16.076189780606366,,,
19,71,,,30,,,21.743818888136076,,,
19,72,,,31,,,25.165786562461395,,,
19,76,,,32,,,84.85890986560233,,,
19,74,,,33,,,24.400076812136287,,,
19,79,,,34,,,18.65272225967225,,,
19,81,,,37,,,36.543038989559726,,,
19,83,,,39,,,27.0046079600249,,,
19,85,,,40,,,23.984735742033784,,,
19,86,,,41,,,32.32360159473577,,,
19,94,,,43,,,21.746319298276173,,,
19,92,,,44,,,25.014507936508046,,,
