ImageNumber,Nucleus,Centriole1,Centriole2,Cilia,Nuc_Cent1,Nuc_Cent2,Nuc_Cil,Cent1_Cil,Cent2_Cil,Cent1_Cent2
4,55,,,21,,,18.735129582816935,,,
4,60,,,22,,,13.167994427082721,,,
4,63,,,23,,,18.69665074310824,,,
4,67,,,25,,,22.68008257247948,,,
4,64,,,26,,,34.40787068713604,,,
4,71,,,27,,,6.988545086628127,,,
4,72,,,28,,,39.62637983753514,,,
4,79,,,29,,,37.71088501051058,,,
4,81,,,31,,,18.736001649830346,,,
4,84,,,32,,,24.007365278649978,,,
4,83,,,33,,,28.814672279813138,,,
4,98,,,34,,,23.68552968018613,,,
4,105,,,36,,,24.16516158203424,,,
4,104,,,37,,,44.40724797327672,,,
5,4,2,,4,12.778539674709085,,11.344844570688153,2.9332129137272687,,
5,13,3,,,1.2146559070369618,,,,,
5,14,4,,,3.290344532645682,,,,,
5,37,10,,,1.2451194703744253,,,,,
5,41,11,,25,15.474272048010729,,12.863348411826824,2.740654349659598,,
5,42,12,,,3.3677578560825716,,,,,
5,63,15,,44,13.25928073078757,,13.471218702843315,24.11103469376477,,
5,81,18,,55,0.6062429171422763,,24.027426593547656,24.189200564447372,,
5,84,19,,,3.699295173646371,,,,,
5,85,21,,,1.109784242990094,,,,,
5,86,22,,,0.365158587885743,,,,,
5,93,24,,,2.645504662276997,,,,,
5,97,25,,,6.203124999999955,,,,,
5,120,26,,67,3.7774593431239345,,69.92155572327792,71.15970181909604,,
5,19,,,1,,,108.80216780145221,,,
5,1,,,2,,,33.15976751134128,,,
5,8,,,3,,,17.796051983322496,,,
5,7,,,5,,,34.991031900696484,,,
5,9,,,6,,,39.781224751135674,,,
5,6,,,7,,,21.041314764111736,,,
5,12,,,8,,,15.33213987830448,,,
5,18,,,9,,,14.498045055289907,,,
5,15,,,10,,,24.23211773511663,,,
5,21,,,11,,,21.993027547624635,,,
5,17,,,12,,,32.000391117766966,,,
5,20,,,13,,,21.40668688153576,,,
5,24,,,14,,,24.890178496028216,,,
5,25,,,15,,,7.8811146217932455,,,
5,26,,,16,,,13.339923272190093,,,
5,28,,,17,,,18.805382923941917,,,
5,32,,,18,,,25.3185692309879,,,
5,31,,,19,,,16.677131635343628,,,
5,35,,,20,,,12.379500783151107,,,
5,39,,,21,,,25.212198480701673,,,
5,36,,,22,,,90.53143661179455,,,
5,38,,,23,,,31.619420355568977,,,
5,40,,,24,,,36.45819717280465,,,
5,43,,,26,,,14.435943100403842,,,
5,45,,,27,,,21.42804323645169,,,
5,46,,,28,,,15.964410194262683,,,
5,48,,,29,,,35.303552094468586,,,
5,47,,,30,,,23.07464450006851,,,
5,50,,,31,,,25.714503224080254,,,
5,49,,,32,,,54.30991701203696,,,
5,54,,,33,,,131.36101828184155,,,
5,51,,,34,,,24.510139072210237,,,
5,52,,,35,,,26.730245625387802,,,
5,57,,,36,,,33.51274259342832,,,
5,55,,,37,,,22.248009222748447,,,
5,59,,,38,,,18.366310003834762,,,
5,58,,,39,,,24.689418933315352,,,
5,56,,,40,,,21.472235462228127,,,
5,62,,,41,,,11.161525300090895,,,
5,64,,,42,,,5.946432859665102,,,
5,60,,,43,,,21.32197129639539,,,
5,66,,,45,,,20.188340602344883,,,
5,67,,,46,,,10.916006754183398,,,
5,71,,,47,,,7.753178590600828,,,
5,73,,,48,,,11.448307413501183,,,
5,90,,,49,,,159.6553152018493,,,
5,72,,,50,,,27.751581737786086,,,
5,77,,,51,,,27.427756485708162,,,
5,74,,,52,,,17.260123653713958,,,
5,79,,,53,,,20.825307099403343,,,
5,80,,,54,,,18.302795464626467,,,
5,91,,,56,,,22.261430914194403,,,
5,105,,,57,,,39.81046348442341,,,
5,101,,,58,,,16.00635405941537,,,
5,96,,,59,,,6.490070073450951,,,
5,102,,,60,,,17.851297324520836,,,
5,104,,,61,,,18.363890480173705,,,
5,98,,,62,,,26.732146576863492,,,
5,113,,,63,,,18.48121541565597,,,
5,119,,,64,,,10.739885982486475,,,
5,117,,,65,,,18.93075414246723,,,
5,122,,,66,,,24.065246786760774,,,
6,2,2,,,2.3364863089978813,,,,,
6,3,3,,,1.0073336370684467,,,,,
6,6,6,,2,0.4420596979928082,,52.858036448717485,53.299541915727815,,
6,9,9,,,4.697477938773806,,,,,
6,10,11,,,3.0575800025353717,,,,,
6,14,13,,,0.3603415090548869,,,,,
6,19,15,,4,0.7168873211926992,,238.32773167704428,238.17677022630173,,
6,23,17,,,1.2691358155597263,,,,,
6,24,18,,14,3.8685678909969283,,18.2924498584012,20.221221302153197,,
6,25,19,,15,2.1280224735320763,,15.222638259855989,15.35638090744612,,
6,28,28,25,,3.037353074325698,3.079674513649281,,,,5.929779703715277
6,29,27,,17,1.492225661121685,,45.38858941255936,43.9311583516572,,
6,34,33,32,,6.210718752333584,10.976256781465388,,,,17.152544274436583
6,35,34,,,1.20862389355553,,,,,
6,36,35,,,4.50074494716327,,,,,
6,39,38,40,25,5.526864834895819,7.6486396402876,151.55167700163614,152.39864482482912,144.3866637905161,8.437931058947775
6,40,37,,,7.122280338255418,,,,,
6,41,39,,20,8.442198916537475,,36.065326681220704,30.15947023099316,,
6,42,41,,,0.8431479360329242,,,,,
6,44,43,42,,6.158483157595539,8.207041928668346,,,,14.349366447870585
6,51,49,48,,3.86884688299173,5.90544686515481,,,,6.279520092376146
6,52,50,,28,1.5197955999958972,,42.71979488069535,41.599631572151914,,
6,53,53,,27,1.9126507148822118,,12.860434659822898,14.769330929147555,,
6,54,51,52,26,8.087347346570226,13.260738322581835,31.95983340398789,25.456457923285402,36.89194594952452,19.689420183041346
6,57,55,,30,1.8020921537397454,,30.835106668039405,30.322431421682982,,
6,60,57,,,7.69078250650769,,,,,
6,62,59,,,0.5194663265639632,,,,,
6,66,60,,,4.027391485305199,,,,,
6,1,,,1,,,26.770403778508282,,,
6,4,,,3,,,311.239885832924,,,
6,20,,,5,,,208.51163847049196,,,
6,8,,,6,,,25.80548390369875,,,
6,7,,,7,,,21.247452205701812,,,
6,13,,,8,,,20.728790362845622,,,
6,11,,,9,,,29.247353919273074,,,
6,17,,,10,,,18.05757740438282,,,
6,15,,,11,,,18.049601910841318,,,
6,21,,,12,,,22.544600691779014,,,
6,18,,,13,,,27.54309070626817,,,
6,27,,,16,,,24.2653510593013,,,
6,33,,,18,,,74.09433538739853,,,
6,30,,,19,,,18.52576449212095,,,
6,43,,,21,,,28.82804604893354,,,
6,48,,,22,,,35.889057119724036,,,
6,49,,,23,,,16.03280026864942,,,
6,47,,,24,,,27.22954218491791,,,
6,56,,,29,,,36.03812473776548,,,
6,59,,,31,,,98.3782049389388,,,
6,61,,,32,,,20.300525376452676,,,
7,1,1,,1,5.061829436722679,,323.59743098960865,320.7016939939861,,
7,2,3,,3,4.115495482970301,,24.786970197432254,28.339705165877945,,
7,14,6,,,3.152964285691817,,,,,
7,18,7,,,1.7327774849933784,,,,,
7,24,8,,,12.617724897544594,,,,,
7,37,9,,,3.2623223190819517,,,,,
7,47,13,,18,4.673579585185036,,20.744125504961545,17.179024503177978,,
7,58,14,,17,14.248537513230307,,54.04306766750119,47.71211263694843,,
7,62,17,,,5.086655753872824,,,,,
7,69,18,,28,10.902843293497623,,22.780227998130545,29.876700313769245,,
7,79,22,,39,1.5782495462284838,,12.224418261176536,12.942333570785912,,
7,89,30,,,6.088968797001761,,,,,
7,96,31,,,1.1154174548812748,,,,,
7,97,32,,,0.7960896705388502,,,,,
7,98,33,,,6.116377889993543,,,,,
7,100,34,,51,2.4915587510783643,,15.44423541285022,13.58066227233067,,
7,5,,,2,,,14.231972205993838,,,
7,13,,,4,,,41.11080694552393,,,
7,3,,,5,,,36.59734062864645,,,
7,9,,,6,,,9.896910573479621,,,
7,15,,,7,,,8.524991179103047,,,
7,29,,,8,,,68.72649547849043,,,
7,26,,,9,,,14.438030842640314,,,
7,38,,,10,,,11.232376216703194,,,
7,34,,,11,,,49.80323369606282,,,
7,52,,,12,,,321.48213284784987,,,
7,48,,,13,,,38.690704159010416,,,
7,45,,,14,,,16.50348974493152,,,
7,49,,,15,,,27.933311885314822,,,
7,59,,,16,,,53.24222955751899,,,
7,54,,,19,,,17.555589351605583,,,
7,55,,,20,,,16.017061105815312,,,
7,57,,,21,,,26.462884952163733,,,
7,60,,,22,,,30.685908931446228,,,
7,61,,,23,,,6.5115792117541185,,,
7,67,,,24,,,10.187156019872209,,,
7,68,,,25,,,37.59462987842701,,,
7,65,,,26,,,21.852868875422743,,,
7,64,,,27,,,39.614610680328646,,,
7,70,,,29,,,17.100519591649242,,,
7,74,,,30,,,31.738808819050238,,,
7,73,,,31,,,21.843450086505154,,,
7,63,,,32,,,107.22323441927352,,,
7,72,,,33,,,56.19062924709194,,,
7,77,,,34,,,26.526207333340857,,,
7,76,,,35,,,30.814167062524618,,,
7,75,,,36,,,22.534982756784586,,,
7,71,,,37,,,155.8310599473013,,,
7,78,,,38,,,20.316283720599277,,,
7,81,,,40,,,29.95345256793461,,,
7,80,,,41,,,30.02202335764483,,,
7,82,,,42,,,22.70938334214219,,,
7,85,,,43,,,144.9112427524268,,,
7,83,,,44,,,52.21622145556215,,,
7,84,,,45,,,26.73324720362142,,,
7,86,,,46,,,23.656803896809905,,,
7,92,,,47,,,20.77048907255039,,,
7,91,,,48,,,66.78083093121377,,,
7,94,,,49,,,22.772004258638397,,,
7,99,,,50,,,14.36956582133624,,,
8,1,1,,28,5.180979632861371,,702.1797082387109,699.0256372571943,,
8,2,2,,31,5.931371786413016,,655.7155209215838,651.7982318941545,,
8,7,7,,16,8.478546452779606,,346.34505883845765,337.99308887165137,,
8,8,3,,2,2.9658796263652127,,18.61534861522327,15.768278517650131,,
8,9,6,9,4,9.33225673732812,15.879896846685739,35.73353155769394,35.9465409167246,34.818399922790704,24.765150106312024
8,11,10,,10,0.28456464883793375,,186.13614103221812,186.36512801248986,,
8,13,11,12,12,2.3157951563312804,9.854652203563553,220.97715130659236,222.6937241438853,217.7820067616601,11.956627083249542
8,14,13,,15,0.4633486651580244,,185.4299702365211,185.8185390870618,,
8,17,15,,11,1.0896316806875586,,80.89595233411133,80.00261555006352,,
8,18,16,17,13,6.811077796334601,10.150210661727773,57.19073224771299,59.933870515175585,48.695612154280646,16.024756362544217
8,19,18,20,14,10.582089964333873,11.241909145775443,12.13442969579669,13.166259475686335,1.8479383196031862,13.80423165785043
8,22,22,,25,0.9878099166861558,,40.697490722652695,39.765171080423286,,
8,23,21,,26,7.919953219637077,,26.67422778523276,32.367164420124084,,
8,24,26,,23,0.06245391063888044,,33.34256605792702,33.3857938267183,,
8,25,31,,21,0.950020887807504,,65.39145011258238,65.42958332766581,,
8,26,30,,36,1.3103041741393746,,35.58092001408213,36.53410600339773,,
8,27,33,,33,2.378184071766202,,14.577649335443713,15.146528041425501,,
8,28,34,,19,0.7512745756959508,,110.32346983868032,110.34182421029715,,
8,29,35,,35,4.784534308904124,,34.07078668088037,30.151106786151324,,
8,30,36,,32,2.8042430188700043,,68.9694803287476,66.30428479329257,,
8,32,41,,38,5.05492515782679,,141.13487442080537,139.59305079867403,,
8,33,40,,39,0.6862608216533644,,40.825400175182914,40.31530540788489,,
8,35,39,42,42,8.331222880595266,11.993666564259453,29.15969447137731,37.34762521219363,30.05089089921966,14.046559797781045
8,36,45,,27,3.815428518409399,,295.387781606297,299.0658097477722,,
8,38,46,,43,1.4359153326292002,,21.5597182064197,22.931339123992338,,
8,4,,,1,,,42.58318712704095,,,
8,6,,,3,,,25.75482062362698,,,
8,10,,,5,,,30.06579408501278,,,
8,12,,,6,,,28.0319392586258,,,
8,16,,,7,,,45.14830670561833,,,
8,15,,,8,,,20.020663308936843,,,
8,40,,,17,,,361.78322608101166,,,
8,3,,,18,,,574.5155613556096,,,
8,5,,,20,,,512.4427844403076,,,
8,21,,,22,,,24.568486467376665,,,
8,20,,,24,,,27.450351928988653,,,
8,37,,,29,,,253.5560232870335,,,
8,39,,,37,,,198.43110658333669,,,
8,31,,,40,,,14.846469495689838,,,
8,34,,,41,,,35.83170718763952,,,
9,1,1,,,2.9367643270089654,,,,,
9,3,3,,1,13.662646781418076,,25.87537105522866,23.74568559467274,,
9,7,7,8,7,6.105389819767053,8.288537265564683,3.8665065458232926,9.638866159633961,4.693290042889069,14.281056567209923
9,9,10,,10,2.5799484622666853,,146.78589909957972,145.8900803877891,,
9,10,9,,15,1.060777448351257,,55.93663681376043,55.19698698661688,,
9,13,12,,13,6.200656784795652,,16.520909894360273,19.23521887615602,,
9,16,14,,14,10.692972260814713,,5.1895513311360455,7.716041226700736,,
9,17,13,,11,2.2982667399210763,,33.04894822538347,33.048138798475314,,
9,18,16,,18,10.211773028746647,,19.048267602876646,11.153274421433844,,
9,21,20,,,8.21112658023337,,,,,
9,22,19,21,,0.9273755755172297,7.374287567391204,,,,8.254665721447449
9,24,22,,,9.449671820550238,,,,,
9,25,23,24,20,5.15447810581199,5.810676136707447,4.381241421090006,9.26293857695521,4.609052369084175,8.468912240012191
9,31,27,,23,5.389032435004882,,26.171522072846162,26.96945331684528,,
9,34,29,,,2.7478329799458168,,,,,
9,38,28,,5,4.175091842606118,,227.27613247709905,231.35543758384574,,
9,42,31,,,0.9994345273798214,,,,,
9,47,32,,,11.85262716002741,,,,,
9,49,34,,,3.977166854515858,,,,,
9,53,35,,,1.3361525126846345,,,,,
9,56,37,,,6.3849769430725445,,,,,
9,59,38,,,13.233153520161242,,,,,
9,66,39,,,2.4308196955312704,,,,,
9,72,40,,,6.0529234041686495,,,,,
9,4,,,2,,,66.48985316152829,,,
9,27,,,3,,,385.3439401213763,,,
9,5,,,4,,,20.141916479817144,,,
9,6,,,6,,,18.353560528744687,,,
9,14,,,8,,,107.01407588462159,,,
9,11,,,9,,,10.706592404364454,,,
9,12,,,12,,,21.599070325993207,,,
9,15,,,16,,,32.813574008373855,,,
9,23,,,17,,,45.86520111001484,,,
9,20,,,19,,,33.854231792776204,,,
9,29,,,21,,,24.990185147512825,,,
9,26,,,22,,,35.674192626284935,,,
9,35,,,24,,,33.42511036417468,,,
9,32,,,25,,,18.98238404497794,,,
9,40,,,26,,,16.222600206158994,,,
9,43,,,27,,,16.503897171765253,,,
9,45,,,28,,,15.54558851548162,,,
9,44,,,29,,,33.8566142429111,,,
9,46,,,30,,,37.38015966766754,,,
9,54,,,31,,,118.43313607285769,,,
9,51,,,32,,,31.4015570153908,,,
9,50,,,33,,,41.30258065978005,,,
9,55,,,34,,,15.015416002900555,,,
9,58,,,35,,,7.92028880077648,,,
10,23,4,,,3.0051499842101888,,,,,
10,28,5,,5,3.8637064225722972,,27.10554932358436,29.04044410283676,,
10,32,6,,,4.7796687123865045,,,,,
10,41,8,,,3.2854900719867794,,,,,
10,73,16,,,3.157195630874902,,,,,
10,5,,,1,,,22.156782933568856,,,
10,17,,,2,,,18.838246529334384,,,
10,13,,,3,,,56.75098576406429,,,
10,24,,,4,,,37.84441223150915,,,
10,20,,,6,,,50.141809323034934,,,
10,15,,,7,,,142.33190859073883,,,
10,31,,,8,,,22.311143840409265,,,
10,30,,,9,,,47.78774209154749,,,
10,39,,,10,,,28.39415008654726,,,
10,36,,,11,,,21.737799528803087,,,
10,38,,,12,,,32.07759586259209,,,
10,42,,,13,,,62.53848622413808,,,
10,43,,,14,,,28.683903995607967,,,
10,45,,,15,,,27.784221287701076,,,
10,46,,,16,,,12.783050617147635,,,
10,47,,,17,,,25.9065883827075,,,
10,57,,,18,,,95.31273445435394,,,
10,51,,,19,,,23.177745280884125,,,
10,52,,,20,,,17.792016819789147,,,
10,55,,,21,,,67.2741232653084,,,
10,61,,,22,,,25.805866527249602,,,
10,62,,,23,,,80.66577494563191,,,
10,60,,,24,,,22.47579529169843,,,
10,65,,,25,,,27.135193058826584,,,
10,58,,,26,,,101.97956782385795,,,
10,63,,,27,,,23.49573284541128,,,
10,67,,,28,,,32.638760747121566,,,
10,64,,,29,,,40.69163310617604,,,
10,69,,,30,,,18.787296974867438,,,
10,70,,,31,,,53.62293510957637,,,
10,85,,,32,,,30.17025041761756,,,
10,82,,,33,,,18.41987426656819,,,
10,88,,,34,,,17.356518858474498,,,
10,94,,,35,,,44.89122997882246,,,
