ImageNumber,Nucleus,Centriole1,Centriole2,Cilia,Nuc_Cent1,Nuc_Cent2,Nuc_Cil,Cent1_Cil,Cent2_Cil,Cent1_Cent2,Nucleus_AreaShape_Area,Nucleus_AreaShape_BoundingBoxArea,Nucleus_AreaShape_BoundingBoxMaximum_X,Nucleus_AreaShape_BoundingBoxMaximum_Y,Nucleus_AreaShape_BoundingBoxMinimum_X,Nucleus_AreaShape_BoundingBoxMinimum_Y,Nucleus_AreaShape_Center_X,Nucleus_AreaShape_Center_Y,Nucleus_AreaShape_Compactness,Nucleus_AreaShape_Eccentricity,Nucleus_AreaShape_EquivalentDiameter,Nucleus_AreaShape_EulerNumber,Nucleus_AreaShape_Extent,Nucleus_AreaShape_FormFactor,Nucleus_AreaShape_MajorAxisLength,Nucleus_AreaShape_MaxFeretDiameter,Nucleus_AreaShape_MaximumRadius,Nucleus_AreaShape_MeanRadius,Nucleus_AreaShape_MedianRadius,Nucleus_AreaShape_MinFeretDiameter,Nucleus_AreaShape_MinorAxisLength,Nucleus_AreaShape_Orientation,Nucleus_AreaShape_Perimeter,Nucleus_AreaShape_Solidity,Centriole1_AreaShape_Area,Centriole1_AreaShape_BoundingBoxArea,Centriole1_AreaShape_BoundingBoxMaximum_X,Centriole1_AreaShape_BoundingBoxMaximum_Y,Centriole1_AreaShape_BoundingBoxMinimum_X,Centriole1_AreaShape_BoundingBoxMinimum_Y,Centriole1_AreaShape_Center_X,Centriole1_AreaShape_Center_Y,Centriole1_AreaShape_Compactness,Centriole1_AreaShape_Eccentricity,Centriole1_AreaShape_EquivalentDiameter,Centriole1_AreaShape_EulerNumber,Centriole1_AreaShape_Extent,Centriole1_AreaShape_FormFactor,Centriole1_AreaShape_MajorAxisLength,Centriole1_AreaShape_MaxFeretDiameter,Centriole1_AreaShape_MaximumRadius,Centriole1_AreaShape_MeanRadius,Centriole1_AreaShape_MedianRadius,Centriole1_AreaShape_MinFeretDiameter,Centriole1_AreaShape_MinorAxisLength,Centriole1_AreaShape_Orientation,Centriole1_AreaShape_Perimeter,Centriole1_AreaShape_Solidity,Centriole2_AreaShape_Area,Centriole2_AreaShape_BoundingBoxArea,Centriole2_AreaShape_BoundingBoxMaximum_X,Centriole2_AreaShape_BoundingBoxMaximum_Y,Centriole2_AreaShape_BoundingBoxMinimum_X,Centriole2_AreaShape_BoundingBoxMinimum_Y,Centriole2_AreaShape_Center_X,Centriole2_AreaShape_Center_Y,Centriole2_AreaShape_Compactness,Centriole2_AreaShape_Eccentricity,Centriole2_AreaShape_EquivalentDiameter,Centriole2_AreaShape_EulerNumber,Centriole2_AreaShape_Extent,Centriole2_AreaShape_FormFactor,Centriole2_AreaShape_MajorAxisLength,Centriole2_AreaShape_MaxFeretDiameter,Centriole2_AreaShape_MaximumRadius,Centriole2_AreaShape_MeanRadius,Centriole2_AreaShape_MedianRadius,Centriole2_AreaShape_MinFeretDiameter,Centriole2_AreaShape_MinorAxisLength,Centriole2_AreaShape_Orientation,Centriole2_AreaShape_Perimeter,Centriole2_AreaShape_Solidity,Cilia_AreaShape_Area,Cilia_AreaShape_BoundingBoxArea,Cilia_AreaShape_BoundingBoxMaximum_X,Cilia_AreaShape_BoundingBoxMaximum_Y,Cilia_AreaShape_BoundingBoxMinimum_X,Cilia_AreaShape_BoundingBoxMinimum_Y,Cilia_AreaShape_Center_X,Cilia_AreaShape_Center_Y,Cilia_AreaShape_Compactness,Cilia_AreaShape_Eccentricity,Cilia_AreaShape_EquivalentDiameter,Cilia_AreaShape_EulerNumber,Cilia_AreaShape_Extent,Cilia_AreaShape_FormFactor,Cilia_AreaShape_MajorAxisLength,Cilia_AreaShape_MaxFeretDiameter,Cilia_AreaShape_MaximumRadius,Cilia_AreaShape_MeanRadius,Cilia_AreaShape_MedianRadius,Cilia_AreaShape_MinFeretDiameter,Cilia_AreaShape_MinorAxisLength,Cilia_AreaShape_Orientation,Cilia_AreaShape_Perimeter,Cilia_AreaShape_Solidity
1,3,,,1,,,6.473644691463167,,,,773,1120,959,89,919,61,939.9301423027168,73.90038809831825,1.2530419598857176,0.8119998753353641,31.372187811504013,1,0.6901785714285714,0.7980578719735801,41.68905138614738,41.78516483155236,11.704699910719626,4.8152760252506654,4.242640687119285,23.27447867227241,24.332131978938172,70.4623527486223,110.3259018078045,0.967459324155194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,945.0,70.0,943.0,68.0,943.5,68.5,0.3183098861837907,0.0,2.256758334191025,1.0,1.0,3.141592653589793,2.0,1.4142135623730951,1.0,1.0,1.0,1.0,2.0,45.0,4.0,1.0
1,27,13,,2,4.510181585363942,,334.1338533848427,338.2011257096284,,,576,828,59,496,36,460,47.07291666666666,477.90625,1.238179667824916,0.7876312452514088,27.081100010292303,1,0.6956521739130435,0.8076372322901076,34.81250426286404,35.510561809129406,10.295630140987,4.296817636443931,4.0,20.981989954220843,21.449617123059596,2.5562598170941904,94.66904755831214,0.9427168576104746,54.0,80.0,50.0,487.0,42.0,477.0,44.75925925925926,481.77777777777777,1.167106477735074,0.6512405635900518,8.291859587312052,1.0,0.675,0.8568198524102391,9.765443199290626,9.219544457292889,3.1622776601683795,1.6199158880798674,1.4142135623730951,6.870727512550919,7.410715079977095,12.623729847758964,28.14213562373095,0.8709677419354839,,,,,,,,,,,,,,,,,,,,,,,,,22.0,30.0,82.0,147.0,72.0,144.0,76.72727272727273,145.0909090909091,1.1014017131771998,0.9667703416521052,5.292567428401227,1.0,0.7333333333333333,0.9079339427531056,10.966852407423682,9.055385138137416,1.4142135623730951,1.0564836675963312,1.0,2.0,2.803636866419059,-85.36302036404157,17.449747468305834,0.8148148148148148
1,9,2,,3,2.792039400103321,,288.7341226858579,291.09318924729206,,,623,806,400,148,369,122,382.6966292134832,133.81059390048154,1.26707740888514,0.4807507423354443,28.16430784468183,1,0.7729528535980149,0.7892177644299311,30.52847205056401,33.54101966249684,12.16552506059644,4.578361758963185,4.0,25.0,26.769113561119504,-81.44494644789766,99.59797974644668,0.9298507462686568,161.0,336.0,398.0,142.0,377.0,126.0,384.99378881987576,132.22360248447205,2.1445705977991585,0.7839452316416782,14.317526556719258,1.0,0.4791666666666667,0.4662938123959354,21.06311838357671,20.223748416156685,4.123105625617661,1.925210249126199,2.0,14.298541039632992,13.076615529691596,-75.5307521865807,65.87005768508881,0.706140350877193,,,,,,,,,,,,,,,,,,,,,,,,,6.0,8.0,97.0,146.0,93.0,144.0,94.16666666666669,144.66666666666666,0.3315727981081153,0.9252741613028528,2.763953195770684,1.0,0.75,3.015928947446201,4.363338213437162,3.1622776601683795,1.0,1.0,1.0,1.0,1.65500979239906,77.06682160295274,5.0,0.8571428571428571
1,6,,,4,,,72.20901117495171,,,,448,729,167,103,140,76,153.24330357142858,89.74776785714286,1.2210786521504315,0.8104977879928849,23.883285285767386,1,0.6145404663923183,0.8189480654984085,31.48979055548432,30.80584360149873,9.219544457292889,3.787289471435325,3.605551275463989,17.67766952966369,18.44488335960089,-43.727291764687216,82.91168824543142,0.9572649572649572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,18.0,116.0,151.0,110.0,148.0,112.33333333333331,149.25,0.6957172405156791,0.8988822497145919,3.90882009522336,1.0,0.6666666666666666,1.4373655585403928,5.880653937560625,5.0990195135927845,1.4142135623730951,1.0690355937288492,1.0,2.0,2.5768452590085698,75.7493201926587,10.242640687119284,0.9230769230769232
1,7,,,5,,,26.41117195847242,,,,1899,2700,192,161,138,111,165.19167983149026,134.9942074776198,1.1618339984206625,0.7236100641369109,49.17196249339733,1,0.7033333333333334,0.8607081574126327,59.45496155964869,58.412327466040935,20.591260281974,7.866924321524624,7.071067811865476,40.988161849059615,41.03635005407179,51.13595846316754,166.50966799187808,0.9783616692426584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,55.0,150.0,161.0,145.0,150.0,147.35294117647058,154.47058823529412,1.495555854323726,0.9279892222087786,6.579524642479541,1.0,0.6181818181818182,0.6686477118918365,11.46737752340822,10.44030650891055,2.23606797749979,1.2512706990254427,1.0,4.0,4.272825552577585,9.79770641620154,25.278174593052025,0.8095238095238095
1,20,7,,6,1.5876657830303142,,268.90618505215593,270.2881527793621,,,437,837,63,437,36,406,46.97025171624714,421.0022883295194,1.54408100999987,0.9092801881232628,23.58825303088947,1,0.5221027479091995,0.6476344139483227,37.3560600318895,39.05124837953327,7.810249675906654,3.346597933408103,3.0,15.263374077683286,15.547013231249538,-38.71098611586862,92.08326112068522,0.95,105.0,192.0,53.0,431.0,41.0,415.0,46.07619047619048,422.3142857142857,1.3372896752159973,0.8945830389726753,11.562445770562215,1.0,0.546875,0.7477811416127783,17.65485448201479,17.0,4.0,1.8992016229017872,2.0,7.37443916112788,7.889985605568005,-27.74889744750681,42.00609665440987,0.8823529411764706,,,,,,,,,,,,,,,,,,,,,,,,,11.0,15.0,72.0,155.0,67.0,152.0,69.0,153.0,0.6746348998939921,0.7559289460184544,3.742410318509555,1.0,0.7333333333333333,1.4822832322447796,4.51260859854213,4.0,2.0,1.166220647704199,1.0,2.0,2.9541957835039856,90.0,9.65685424949238,1.0
1,23,,,7,,,296.6455229292288,,,,665,1160,72,470,43,430,56.92932330827068,449.4992481203008,1.3120501491783816,0.6987769959477265,29.098183744847088,1,0.5732758620689655,0.7621659893306744,35.011956270109046,39.01281840626232,11.6619037896906,4.563702440361699,4.123105625617661,23.194495368181983,25.04543797625329,-19.39196154506739,104.71067811865474,0.9379407616361072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,78.0,155.0,76.0,153.0,76.5,153.5,0.3183098861837907,0.0,2.256758334191025,1.0,1.0,3.141592653589793,2.0,1.4142135623730951,1.0,1.0,1.0,1.0,2.0,45.0,4.0,1.0
1,4,,,8,,,90.47141853025467,,,,342,528,185,87,161,65,172.71929824561403,74.71345029239767,1.2403801852391312,0.6616365545804732,20.867389014906145,1,0.6477272727272727,0.8062044298194035,24.40749961052608,24.413111231467404,8.54400374531753,3.443011395864484,3.0,17.67766952966369,18.30134589276328,-47.62022848255828,73.01219330881975,0.9243243243243244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6.0,180.0,167.0,178.0,164.0,178.5,165.0,0.3876473560308134,0.9241763718304448,2.256758334191025,1.0,0.6666666666666666,2.5796641830326625,3.23606797749979,2.23606797749979,1.0,1.0,1.0,0.7071067811865476,1.2360679774997898,-31.717474411461005,4.414213562373095,1.0
1,8,,,9,,,177.74538687329957,,,,509,675,371,146,346,119,358.48722986247543,131.4400785854617,1.1298864379319364,0.5431837418766353,25.45739437315213,1,0.7540740740740741,0.8850446969080616,28.083958670854315,28.0178514522438,11.180339887498947,4.262063320370848,4.0,23.714518303739133,23.579680754008997,33.55180927589804,85.01219330881976,0.9531835205992508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,42.0,189.0,176.0,182.0,170.0,185.44444444444449,172.05555555555554,0.927622987354239,0.9552920184045858,4.787307364817192,1.0,0.4285714285714285,1.0780241689052945,8.830281381880075,7.810249675906654,1.4142135623730951,1.0920474583051325,1.0,2.1213203435596424,2.610795697409553,52.78972535617465,14.48528137423857,0.9
1,10,,,10,,,103.51757466408681,,,,358,504,414,151,393,127,404.1005586592179,139.00558659217876,1.1582069977071592,0.5278791538192198,21.349935761383176,1,0.7103174603174603,0.8634035211146599,23.454892914068004,23.53720459187964,9.219544457292889,3.629876136405048,3.1622776601683795,19.677398201998148,19.920697727399524,-12.599657851400522,72.18376618407356,0.9250645994832042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,9.0,467.0,225.0,464.0,222.0,465.0,222.7142857142857,0.5300702784881366,0.3779644730092273,2.985410660720923,1.0,0.7777777777777778,1.8865422955842648,3.0237157840738176,2.23606797749979,1.4142135623730951,1.0591733660532994,1.0,2.0,2.7994168488950604,90.0,6.82842712474619,1.0
